10001;N11;1;01
10001;N11;0;00
10001;N16;-;01
10001;N16;1;01
10001;N16;0;11
10001;N19;-;01
10001;N19;1;00
10001;N19;0;01
10010;N10;-;00
10010;N10;1;00
10010;N10;0;10
10010;N11;-;00
10010;N11;1;00
10010;N11;0;00
10010;N16;-;00
10010;N16;1;00
10010;N16;0;11
10010;N19;-;00
10010;N19;1;00
10010;N19;0;01
10011;N10;-;01
10011;N10;1;01
10011;N10;0;11
10011;N11;-;01
10011;N11;1;01
10011;N11;0;00
10011;N16;-;01
10011;N16;1;01
10011;N16;0;11
10011;N19;-;01
10011;N19;1;00
10011;N19;0;01
10100;N10;-;10
10100;N10;1;00
10100;N10;0;10
10100;N11;-;10
10100;N11;1;10
10100;N11;0;10
10100;N16;-;10
10100;N16;1;10
10100;N16;0;11
10100;N19;-;10
10100;N19;1;10
10100;N19;0;11
10101;N10;-;11
10101;N10;1;01
10101;N10;0;11
10101;N11;-;11
10101;N11;1;11
10101;N11;0;10
10101;N16;-;11
10101;N16;1;11
10101;N16;0;11
10101;N19;-;11
10101;N19;1;10
10101;N19;0;11
10110;N10;-;10
10110;N10;1;00
10110;N10;0;10
10110;N11;-;10
10110;N11;1;10
10110;N11;0;10
10110;N16;-;10
10110;N16;1;10
10110;N16;0;11
10110;N19;-;10
10110;N19;1;10
10110;N19;0;11
10111;N10;-;10
10111;N10;1;00
10111;N10;0;10
10111;N11;-;10
10111;N11;1;11
10111;N11;0;10
10111;N16;-;10
10111;N16;1;10
10111;N16;0;11
10111;N19;-;10
10111;N19;1;10
10111;N19;0;11
11000;N10;-;11
11000;N10;1;11
11000;N10;0;11
11000;N11;-;11
11000;N11;1;11
11000;N11;0;00
11000;N16;-;11
11000;N16;1;00
11000;N16;0;11
11000;N19;-;11
11000;N19;1;11
11000;N19;0;11
11001;N10;-;11
11001;N10;1;11
11001;N10;0;11
11001;N11;-;11
11001;N11;1;11
11001;N11;0;00
11001;N16;-;11
11001;N16;1;01
11001;N16;0;11
11001;N19;-;11
11001;N19;1;11
11001;N19;0;11
11010;N10;-;11
11010;N10;1;11
11010;N10;0;11
11010;N11;-;11
11010;N11;1;11
11010;N11;0;00
11010;N16;-;11
11010;N16;1;00
11010;N16;0;11
11010;N19;-;11
11010;N19;1;11
11010;N19;0;11
11011;N10;-;11
11011;N10;1;11
11011;N10;0;11
11011;N11;-;11
11011;N11;1;11
11011;N11;0;00
11011;N16;-;11
11011;N16;1;01
11011;N16;0;11
11011;N19;-;11
11011;N19;1;11
11011;N19;0;11
11100;N10;-;11
11100;N10;1;11
11100;N10;0;11
11100;N11;-;11
11100;N11;1;11
11100;N11;0;10
11100;N16;-;11
11100;N16;1;10
11100;N16;0;11
11100;N19;-;11
11100;N19;1;11
11100;N19;0;11
11101;N10;-;11
11101;N10;1;11
11101;N10;0;11
11101;N11;-;11
11101;N11;1;11
11101;N11;0;10
11101;N16;-;11
11101;N16;1;11
11101;N16;0;11
11101;N19;-;11
11101;N19;1;11
11101;N19;0;11
11110;N10;-;10
11110;N10;1;00
11110;N10;0;10
11110;N11;-;10
11110;N11;1;11
11110;N11;0;10
11110;N16;-;10
11110;N16;1;10
11110;N16;0;11
11110;N19;-;10
11110;N19;1;10
11110;N19;0;11
11111;N10;-;10
11111;N10;1;00
11111;N10;0;10
11111;N11;-;10
11111;N11;1;11
11111;N11;0;10
11111;N16;-;10
11111;N16;1;10
11111;N16;0;11
11111;N19;-;10
11111;N19;1;10
11111;N19;0;11
